OPERA,MES,TIPOVUELO,SIGLADES,DIANOM,atraso_15
Grupo LATAM,1,N,Concepcion,Miercoles,0
Copa Air,12,I,Ciudad de Panama,Jueves,0
Grupo LATAM,1,I,Rio de Janeiro,Jueves,0
Aerolineas Argentinas,2,I,Buenos Aires,Lunes,1
Sky Airline,10,N,Punta Arenas,Domingo,0
Grupo LATAM,1,N,Concepcion,Jueves,0
Grupo LATAM,11,N,Castro (Chiloe),Martes,0
Grupo LATAM,4,N,Iquique,Jueves,1
Grupo LATAM,12,I,Lima,Domingo,0
JetSmart SPA,12,N,Iquique,Lunes,1
Grupo LATAM,2,N,Puerto Montt,Sabado,0
Avianca,6,I,Bogota,Miercoles,0
Grupo LATAM,9,I,Buenos Aires,Martes,0
Grupo LATAM,4,N,Antofagasta,Miercoles,0
Sky Airline,4,N,Valdivia,Lunes,1
Grupo LATAM,10,I,Buenos Aires,Lunes,0
Sky Airline,8,N,Calama,Martes,0
Grupo LATAM,4,N,Arica,Lunes,0
Grupo LATAM,8,N,Puerto Montt,Sabado,0
Iberia,7,I,Madrid,Sabado,0
Grupo LATAM,7,I,Ciudad de Mexico,Martes,0
Grupo LATAM,9,N,La Serena,Domingo,0
American Airlines,12,I,Miami,Miercoles,0
Grupo LATAM,4,N,Concepcion,Miercoles,0
Grupo LATAM,2,I,Lima,Sabado,0
Grupo LATAM,9,I,Rio de Janeiro,Sabado,1
Grupo LATAM,7,N,Osorno,Martes,0
Grupo LATAM,10,N,Iquique,Miercoles,0
Avianca,9,I,Bogota,Lunes,0
Grupo LATAM,3,I,Buenos Aires,Lunes,0
Grupo LATAM,9,N,Antofagasta,Sabado,0
Grupo LATAM,1,N,Punta Arenas,Jueves,1
Grupo LATAM,9,N,Arica,Miercoles,0
Grupo LATAM,3,N,Calama,Sabado,0
Grupo LATAM,9,I,Lima,Miercoles,0
Grupo LATAM,12,I,Lima,Sabado,1
Grupo LATAM,8,I,Cordoba,Sabado,0
Grupo LATAM,12,I,Buenos Aires,Martes,0
Grupo LATAM,2,N,Concepcion,Miercoles,0
Air France,11,I,Paris,Lunes,0
Grupo LATAM,10,I,Sao Paulo,Viernes,0
JetSmart SPA,11,N,Calama,Martes,0
Sky Airline,2,N,Arica,Viernes,0
Latin American Wings,12,I,Lima,Martes,0
Sky Airline,3,N,Calama,Viernes,1
Grupo LATAM,7,N,Iquique,Domingo,0
Sky Airline,7,N,Iquique,Sabado,0
JetSmart SPA,12,N,La Serena,Sabado,0
Grupo LATAM,9,N,Punta Arenas,Martes,0
Grupo LATAM,12,N,Calama,Miercoles,0
Copa Air,7,I,Ciudad de Panama,Jueves,1
Sky Airline,7,N,Valdivia,Lunes,0
Grupo LATAM,11,I,Lima,Sabado,0
JetSmart SPA,12,N,Calama,Martes,0
Grupo LATAM,1,N,Puerto Natales,Martes,0
Grupo LATAM,8,N,Puerto Montt,Jueves,1
Grupo LATAM,12,N,Calama,Lunes,0
Grupo LATAM,12,N,Arica,Jueves,0
Grupo LATAM,6,N,Concepcion,Jueves,0
American Airlines,8,I,Miami,Viernes,0
Grupo LATAM,10,N,Calama,Jueves,1
Grupo LATAM,10,I,Montevideo,Jueves,0
Grupo LATAM,7,I,Sao Paulo,Viernes,0
Grupo LATAM,2,N,Balmaceda,Sabado,0
Grupo LATAM,1,I,Cordoba,Miercoles,0
JetSmart SPA,11,N,Concepcion,Martes,0
Sky Airline,5,N,Puerto Montt,Viernes,1
Grupo LATAM,12,I,Lima,Sabado,0
Grupo LATAM,4,I,Buenos Aires,Lunes,0
Grupo LATAM,9,N,Concepcion,Miercoles,0
Grupo LATAM,3,N,Iquique,Lunes,0
Grupo LATAM,7,N,Iquique,Sabado,0
Copa Air,5,I,Ciudad de Panama,Lunes,0
Grupo LATAM,4,N,La Serena,Domingo,0
Sky Airline,7,N,Iquique,Viernes,0
Sky Airline,12,N,Concepcion,Domingo,0
Grupo LATAM,9,N,Valdivia,Viernes,0
Grupo LATAM,11,N,Isla de Pascua,Domingo,0
Grupo LATAM,10,N,Punta Arenas,Sabado,0
Grupo LATAM,12,I,Cordoba,Jueves,0
Sky Airline,1,I,Lima,Jueves,0
Grupo LATAM,7,I,Lima,Sabado,0
Grupo LATAM,6,I,Asuncion,Martes,0
Grupo LATAM,1,I,Rio de Janeiro,Lunes,0
Grupo LATAM,10,N,Arica,Martes,0
Grupo LATAM,12,N,Iquique,Viernes,1
Grupo LATAM,3,I,Madrid,Lunes,0
Grupo LATAM,7,I,Miami,Sabado,0
Aerolineas Argentinas,1,I,Buenos Aires,Domingo,0
Grupo LATAM,7,I,Lima,Viernes,0
Sky Airline,6,N,Copiapo,Viernes,0
Grupo LATAM,3,I,Sao Paulo,Jueves,0
United Airlines,2,I,Houston,Miercoles,0
Copa Air,3,I,Ciudad de Panama,Jueves,0
Oceanair Linhas Aereas,12,I,Sao Paulo,Domingo,0
Grupo LATAM,5,I,Guayaquil,Domingo,0
Grupo LATAM,2,I,Buenos Aires,Viernes,1
Grupo LATAM,4,I,Buenos Aires,Martes,0
Grupo LATAM,4,N,Puerto Montt,Martes,0
Grupo LATAM,4,I,Sao Paulo,Lunes,0
Grupo LATAM,10,N,Iquique,Lunes,0
Grupo LATAM,12,N,Concepcion,Jueves,0
Grupo LATAM,6,N,Iquique,Jueves,0
Sky Airline,9,N,La Serena,Domingo,0
Sky Airline,10,N,Copiapo,Martes,0
Grupo LATAM,1,I,Rio de Janeiro,Viernes,0
Sky Airline,12,I,Montevideo,Sabado,0
Grupo LATAM,2,I,Rio de Janeiro,Miercoles,1
Grupo LATAM,4,I,Lima,Sabado,1
JetSmart SPA,12,N,Antofagasta,Martes,0
Latin American Wings,3,I,Lima,Viernes,1
Grupo LATAM,4,N,Punta Arenas,Domingo,0
Grupo LATAM,11,I,Buenos Aires,Domingo,0
Sky Airline,11,N,Copiapo,Jueves,1
Grupo LATAM,10,N,Calama,Lunes,0
Grupo LATAM,8,N,Iquique,Jueves,0
Grupo LATAM,9,N,Calama,Lunes,0
Grupo LATAM,12,N,Balmaceda,Lunes,0
Sky Airline,8,I,Buenos Aires,Martes,0
Sky Airline,1,N,La Serena,Viernes,0
Grupo LATAM,9,I,Los Angeles,Viernes,0
Copa Air,5,I,Ciudad de Panama,Miercoles,0
Sky Airline,1,N,Calama,Viernes,0
Grupo LATAM,1,N,Puerto Montt,Sabado,0
Grupo LATAM,4,N,Iquique,Lunes,0
Sky Airline,7,N,Calama,Viernes,0
Grupo LATAM,9,I,Sao Paulo,Lunes,0
Avianca,3,I,Bogota,Domingo,0
Sky Airline,9,N,Arica,Jueves,0
Sky Airline,12,N,Calama,Jueves,0
Aerolineas Argentinas,7,I,Buenos Aires,Lunes,1
Grupo LATAM,3,N,Puerto Montt,Lunes,0
Sky Airline,7,N,Valdivia,Jueves,1
Grupo LATAM,5,N,La Serena,Jueves,0
Sky Airline,9,N,Concepcion,Viernes,0
Grupo LATAM,1,I,Sao Paulo,Miercoles,0
Sky Airline,10,N,Osorno,Jueves,0
Grupo LATAM,12,I,Auckland N.Z.,Domingo,1
Grupo LATAM,4,N,Iquique,Martes,0
Grupo LATAM,6,I,Mendoza,Martes,1
Grupo LATAM,10,I,Sao Paulo,Domingo,0
Sky Airline,3,N,Iquique,Martes,0
Grupo LATAM,6,N,Antofagasta,Viernes,0
Grupo LATAM,7,N,Calama,Viernes,0
Grupo LATAM,7,I,Rio de Janeiro,Lunes,1
Grupo LATAM,6,I,Bogota,Viernes,0
Grupo LATAM,12,I,Bogota,Viernes,1
Sky Airline,5,N,Calama,Viernes,0
Grupo LATAM,1,N,Calama,Martes,0
Oceanair Linhas Aereas,9,I,Sao Paulo,Viernes,0
Grupo LATAM,8,N,Antofagasta,Domingo,0
Sky Airline,10,N,Concepcion,Martes,1
Grupo LATAM,5,N,Calama,Lunes,0
Sky Airline,10,N,Iquique,Martes,1
Grupo LATAM,11,N,Puerto Montt,Sabado,1
Avianca,1,I,Bogota,Sabado,1
Grupo LATAM,5,N,Concepcion,Viernes,0
Grupo LATAM,6,I,Miami,Viernes,1
Latin American Wings,12,I,Mendoza,Viernes,1
Grupo LATAM,10,N,Punta Arenas,Viernes,1
Sky Airline,7,N,Puerto Montt,Domingo,0
Grupo LATAM,10,N,Antofagasta,Martes,0
Grupo LATAM,9,I,Montevideo,Domingo,0
Grupo LATAM,6,N,Antofagasta,Domingo,0
Sky Airline,9,N,Calama,Sabado,0
Qantas Airways,11,I,Sydney,Miercoles,1
Grupo LATAM,12,N,Temuco,Sabado,1
American Airlines,1,I,Miami,Viernes,1
Grupo LATAM,10,N,Puerto Montt,Martes,0
Copa Air,8,I,Ciudad de Panama,Lunes,0
Latin American Wings,10,I,Mendoza,Viernes,1
Grupo LATAM,10,I,Rio de Janeiro,Domingo,1
Sky Airline,1,N,Iquique,Sabado,1
Grupo LATAM,8,I,Rio de Janeiro,Sabado,1
Grupo LATAM,1,N,Antofagasta,Domingo,0
Gol Trans,8,I,Sao Paulo,Sabado,1
Grupo LATAM,7,N,Iquique,Domingo,0
Grupo LATAM,1,N,Iquique,Lunes,0
Sky Airline,9,I,Lima,Sabado,1
Grupo LATAM,9,N,Calama,Lunes,0
Grupo LATAM,3,N,Antofagasta,Lunes,0
Grupo LATAM,12,I,Mendoza,Sabado,0
Aerolineas Argentinas,1,I,Buenos Aires,Domingo,0
Grupo LATAM,2,I,Mendoza,Martes,0
Grupo LATAM,9,N,Arica,Sabado,0
Grupo LATAM,9,I,Lima,Domingo,0
Grupo LATAM,10,N,Concepcion,Lunes,1
Grupo LATAM,5,I,Sao Paulo,Domingo,0
Sky Airline,1,N,Antofagasta,Sabado,1
Grupo LATAM,9,I,Buenos Aires,Sabado,1
Grupo LATAM,4,N,Temuco,Martes,0
Copa Air,11,I,Ciudad de Panama,Viernes,0
Grupo LATAM,3,N,Copiapo,Miercoles,0
Grupo LATAM,8,N,Puerto Montt,Lunes,0
Grupo LATAM,7,N,Balmaceda,Domingo,0
Grupo LATAM,5,N,Iquique,Miercoles,0
Grupo LATAM,2,I,Buenos Aires,Miercoles,1
Aerolineas Argentinas,9,I,Buenos Aires,Domingo,0
Sky Airline,6,N,Concepcion,Jueves,1
Grupo LATAM,9,N,Calama,Miercoles,0
Grupo LATAM,12,N,Calama,Miercoles,0
Grupo LATAM,3,I,Lima,Domingo,0
Sky Airline,9,N,Punta Arenas,Sabado,0
Grupo LATAM,2,N,Arica,Jueves,0
Grupo LATAM,3,N,Concepcion,Miercoles,0
Sky Airline,3,N,Valdivia,Jueves,0
Grupo LATAM,8,N,Antofagasta,Miercoles,0
Grupo LATAM,12,I,Buenos Aires,Viernes,1
Sky Airline,11,N,Arica,Sabado,0
Grupo LATAM,10,N,Puerto Montt,Miercoles,0
Grupo LATAM,10,N,Iquique,Jueves,0
K.L.M.,5,I,Buenos Aires,Sabado,0
Grupo LATAM,11,N,Antofagasta,Jueves,0
Sky Airline,4,N,Arica,Miercoles,0
Gol Trans,12,I,Sao Paulo,Miercoles,0
Copa Air,11,I,Ciudad de Panama,Jueves,0
Grupo LATAM,10,N,La Serena,Jueves,0
Grupo LATAM,11,N,Antofagasta,Viernes,0
United Airlines,5,I,Houston,Martes,0
Grupo LATAM,1,I,Nueva York,Lunes,1
Sky Airline,8,N,Concepcion,Domingo,0
Alitalia,11,I,Roma,Viernes,1
JetSmart SPA,10,N,Temuco,Domingo,1
Grupo LATAM,7,N,Antofagasta,Jueves,0
Aerolineas Argentinas,11,I,Buenos Aires,Viernes,1
Grupo LATAM,11,I,Sao Paulo,Sabado,0
Grupo LATAM,12,N,La Serena,Domingo,0
Grupo LATAM,12,I,Lima,Sabado,0
Sky Airline,1,N,Concepcion,Jueves,0
American Airlines,8,I,Miami,Viernes,0
Sky Airline,10,N,Iquique,Martes,0
Sky Airline,7,I,Buenos Aires,Lunes,1
Grupo LATAM,2,N,Isla de Pascua,Domingo,1
Avianca,6,I,Lima,Martes,0
Grupo LATAM,5,I,Lima,Viernes,0
Grupo LATAM,1,N,Antofagasta,Miercoles,0
Air Canada,10,I,Toronto,Jueves,0
JetSmart SPA,12,N,Iquique,Lunes,1
Grupo LATAM,12,N,Temuco,Domingo,0
Aerolineas Argentinas,9,I,Buenos Aires,Martes,0
American Airlines,2,I,Dallas,Jueves,0
Oceanair Linhas Aereas,9,I,Sao Paulo,Viernes,0
Grupo LATAM,5,N,Isla de Pascua,Viernes,0
Grupo LATAM,8,I,Los Angeles,Viernes,0
Copa Air,10,I,Ciudad de Panama,Jueves,1
Grupo LATAM,1,I,Orlando,Jueves,0
Sky Airline,6,N,Temuco,Lunes,1
Grupo LATAM,1,N,Temuco,Sabado,0
Grupo LATAM,7,N,Calama,Viernes,0
Grupo LATAM,7,I,Rio de Janeiro,Sabado,0
Sky Airline,1,N,Copiapo,Viernes,0
Grupo LATAM,12,I,Lima,Viernes,0
Iberia,11,I,Madrid,Jueves,0
British Airways,5,I,Londres,Domingo,1
American Airlines,1,I,Miami,Jueves,1
Grupo LATAM,6,N,Concepcion,Viernes,0
Grupo LATAM,2,N,Arica,Miercoles,0
Grupo LATAM,1,I,Madrid,Viernes,0
Grupo LATAM,9,N,Antofagasta,Jueves,0
Aerolineas Argentinas,11,I,Buenos Aires,Jueves,0
Avianca,5,I,Bogota,Jueves,1
Grupo LATAM,1,N,Antofagasta,Viernes,0
Grupo LATAM,11,N,Calama,Miercoles,0
British Airways,2,I,Londres,Lunes,0
Aerolineas Argentinas,1,I,Buenos Aires,Jueves,0
Grupo LATAM,1,N,Punta Arenas,Lunes,1
Grupo LATAM,12,N,Punta Arenas,Viernes,0
Grupo LATAM,4,N,Valdivia,Domingo,0
Grupo LATAM,8,I,Sao Paulo,Domingo,0
Grupo LATAM,1,I,Lima,Sabado,0
Grupo LATAM,10,N,Copiapo,Jueves,0
Air France,7,I,Paris,Sabado,0
Grupo LATAM,5,N,Iquique,Domingo,1
Sky Airline,4,I,Buenos Aires,Miercoles,0
Grupo LATAM,11,N,Concepcion,Viernes,0
Sky Airline,8,N,Osorno,Sabado,0
Grupo LATAM,3,N,Punta Arenas,Jueves,0
Grupo LATAM,12,I,Mendoza,Viernes,0
Grupo LATAM,11,I,La Paz,Jueves,0
Avianca,9,I,Bogota,Miercoles,1
Oceanair Linhas Aereas,8,I,Sao Paulo,Lunes,0
Grupo LATAM,4,N,Puerto Montt,Jueves,0
Grupo LATAM,3,N,Antofagasta,Viernes,0
Sky Airline,6,N,Punta Arenas,Jueves,0
Grupo LATAM,2,N,Calama,Domingo,0
Sky Airline,6,N,Iquique,Viernes,1
Grupo LATAM,12,N,La Serena,Viernes,0
Grupo LATAM,11,N,Copiapo,Domingo,0
Grupo LATAM,2,N,Antofagasta,Lunes,0
Grupo LATAM,11,N,Concepcion,Martes,0
Air Canada,6,I,Toronto,Jueves,0
Sky Airline,7,N,Iquique,Jueves,1
Sky Airline,12,I,Lima,Domingo,1
Sky Airline,7,N,Antofagasta,Martes,0
Grupo LATAM,2,N,Antofagasta,Martes,0
Sky Airline,1,N,Puerto Natales,Domingo,0
Grupo LATAM,1,N,Balmaceda,Viernes,0
Grupo LATAM,8,N,Temuco,Martes,0
Sky Airline,11,N,Temuco,Domingo,0
Sky Airline,8,N,Antofagasta,Miercoles,0
Grupo LATAM,3,I,Sao Paulo,Jueves,0
Latin American Wings,6,I,Lima,Lunes,0
Sky Airline,4,N,Concepcion,Jueves,0
Latin American Wings,4,I,Lima,Jueves,0
Sky Airline,6,N,Valdivia,Jueves,0
Grupo LATAM,11,I,Lima,Miercoles,0
K.L.M.,9,I,Buenos Aires,Martes,0
Latin American Wings,7,I,Lima,Miercoles,0
Aerolineas Argentinas,1,I,Buenos Aires,Martes,0
Grupo LATAM,11,I,Mendoza,Martes,0
Aerolineas Argentinas,12,I,Buenos Aires,Sabado,0
Grupo LATAM,8,I,Lima,Domingo,0
Avianca,8,I,Lima,Miercoles,0
Sky Airline,2,N,Puerto Montt,Lunes,0
Sky Airline,10,N,Balmaceda,Lunes,1
Grupo LATAM,6,N,Concepcion,Domingo,0
Sky Airline,2,I,Buenos Aires,Miercoles,0
Grupo LATAM,2,N,Punta Arenas,Martes,0
Sky Airline,2,N,Iquique,Viernes,0
Sky Airline,2,N,Valdivia,Martes,0
Grupo LATAM,5,N,Arica,Viernes,0
Grupo LATAM,5,N,La Serena,Viernes,0
Sky Airline,12,N,Iquique,Miercoles,0
Air France,10,I,Paris,Domingo,0
Grupo LATAM,1,I,Lima,Martes,0
Grupo LATAM,10,N,Concepcion,Miercoles,0
Sky Airline,6,N,Concepcion,Lunes,0
Grupo LATAM,6,N,Calama,Viernes,0
Grupo LATAM,3,N,Iquique,Sabado,0
Grupo LATAM,1,N,Puerto Montt,Domingo,0
Latin American Wings,4,N,Concepcion,Domingo,0
Grupo LATAM,10,I,Ciudad de Mexico,Jueves,0
Avianca,1,I,Bogota,Sabado,0
Gol Trans,8,I,Sao Paulo,Lunes,0
Air Canada,3,I,Buenos Aires,Jueves,1
Grupo LATAM,12,N,Balmaceda,Viernes,0
Air France,2,I,Paris,Lunes,0
Latin American Wings,12,N,Concepcion,Martes,0
Grupo LATAM,12,N,La Serena,Domingo,0
Sky Airline,4,N,Calama,Miercoles,0
Grupo LATAM,2,N,Calama,Lunes,0
Grupo LATAM,2,N,Antofagasta,Domingo,0
Grupo LATAM,3,N,Iquique,Viernes,0
Grupo LATAM,7,N,Calama,Jueves,0
Grupo LATAM,12,N,Puerto Montt,Miercoles,1
Grupo LATAM,11,I,Buenos Aires,Jueves,0
Grupo LATAM,4,N,Iquique,Miercoles,0
Sky Airline,12,N,Antofagasta,Sabado,0
Sky Airline,12,N,Arica,Lunes,1
American Airlines,6,I,Miami,Domingo,0
Grupo LATAM,11,N,Antofagasta,Domingo,1
Grupo LATAM,11,N,Arica,Martes,0
Grupo LATAM,11,N,Concepcion,Martes,0
Grupo LATAM,12,I,Mendoza,Miercoles,0
Sky Airline,9,N,Puerto Montt,Sabado,1
Austral,8,I,Buenos Aires,Sabado,0
Grupo LATAM,12,I,Bogota,Jueves,1
Sky Airline,12,N,La Serena,Domingo,0
Sky Airline,2,N,Punta Arenas,Lunes,0
Grupo LATAM,9,N,Calama,Miercoles,0
Grupo LATAM,7,N,Isla de Pascua,Jueves,0
Grupo LATAM,12,N,Calama,Martes,0
Sky Airline,12,N,La Serena,Viernes,1
Grupo LATAM,1,N,Antofagasta,Martes,0
Sky Airline,12,N,Temuco,Domingo,0
Grupo LATAM,5,I,Buenos Aires,Domingo,0
Grupo LATAM,2,I,Buenos Aires,Jueves,0
Grupo LATAM,1,N,Temuco,Jueves,1
Grupo LATAM,4,I,Los Angeles,Domingo,0
Grupo LATAM,10,I,Lima,Viernes,0
Sky Airline,11,N,Antofagasta,Jueves,0
JetSmart SPA,12,N,Iquique,Domingo,0
Grupo LATAM,3,I,Cordoba,Martes,1
Grupo LATAM,10,N,Arica,Viernes,0
Grupo LATAM,5,I,Lima,Martes,0
Aeromexico,9,I,Ciudad de Mexico,Viernes,0
Grupo LATAM,2,I,Buenos Aires,Sabado,0
Grupo LATAM,3,N,Isla de Pascua,Lunes,0
Grupo LATAM,11,N,Iquique,Lunes,0
Grupo LATAM,1,N,Calama,Sabado,0
Grupo LATAM,1,I,Buenos Aires,Miercoles,0
Grupo LATAM,9,N,Arica,Domingo,0
Grupo LATAM,12,N,Iquique,Miercoles,0
Aerolineas Argentinas,9,I,Buenos Aires,Jueves,0
Grupo LATAM,6,I,Lima,Lunes,0
Grupo LATAM,8,I,Lima,Martes,0
Sky Airline,12,I,Buenos Aires,Lunes,0
Grupo LATAM,2,N,Temuco,Domingo,0
American Airlines,9,I,Miami,Sabado,0
Grupo LATAM,9,N,Antofagasta,Martes,0
Gol Trans,3,I,Sao Paulo,Viernes,1
Sky Airline,3,N,Iquique,Martes,0
Grupo LATAM,3,N,Puerto Montt,Domingo,0
American Airlines,5,I,Miami,Jueves,0
Sky Airline,9,N,Valdivia,Lunes,0
Grupo LATAM,4,I,Cordoba,Viernes,0
Sky Airline,9,N,La Serena,Domingo,0
Grupo LATAM,6,I,Mendoza,Jueves,1
Grupo LATAM,11,I,Nueva York,Sabado,0
Avianca,8,I,Bogota,Miercoles,0
Grupo LATAM,6,I,Sao Paulo,Miercoles,0
Aerolineas Argentinas,12,I,Buenos Aires,Viernes,0
Delta Air,9,I,Atlanta,Sabado,0
Sky Airline,8,N,Antofagasta,Viernes,0
Grupo LATAM,7,N,Calama,Lunes,0
Grupo LATAM,5,N,Iquique,Viernes,0
Grupo LATAM,1,N,Puerto Montt,Sabado,1
Air Canada,7,I,Buenos Aires,Viernes,1
Air France,2,I,Paris,Sabado,0
Grupo LATAM,2,N,Antofagasta,Viernes,0
Grupo LATAM,10,N,Concepcion,Domingo,0
Grupo LATAM,9,I,Buenos Aires,Lunes,0
Grupo LATAM,11,I,Buenos Aires,Sabado,0
Grupo LATAM,7,N,Calama,Miercoles,0
Grupo LATAM,10,N,Antofagasta,Domingo,0
Copa Air,11,I,Ciudad de Panama,Lunes,0
Grupo LATAM,8,N,Balmaceda,Miercoles,0
Grupo LATAM,2,I,Cordoba,Domingo,1
Sky Airline,10,N,Temuco,Miercoles,0
Grupo LATAM,5,I,Mendoza,Lunes,0
Grupo LATAM,9,I,Montevideo,Martes,0
Copa Air,7,I,Ciudad de Panama,Domingo,0
Sky Airline,11,N,Iquique,Miercoles,0
Grupo LATAM,10,N,Iquique,Domingo,0
Grupo LATAM,4,N,Punta Arenas,Sabado,0
Iberia,8,I,Madrid,Domingo,0
Sky Airline,10,N,Copiapo,Miercoles,0
Sky Airline,1,I,Montevideo,Jueves,0
Grupo LATAM,4,I,Bogota,Sabado,0
Delta Air,8,I,Atlanta,Sabado,0
Grupo LATAM,5,N,Calama,Miercoles,0
Grupo LATAM,12,N,La Serena,Martes,0
Copa Air,3,I,Ciudad de Panama,Jueves,0
Latin American Wings,4,I,Lima,Sabado,1
Grupo LATAM,7,N,Iquique,Viernes,0
Latin American Wings,5,I,Lima,Lunes,0
Sky Airline,1,N,Calama,Miercoles,0
Copa Air,10,I,Ciudad de Panama,Sabado,0
Grupo LATAM,11,N,Punta Arenas,Jueves,0
Grupo LATAM,5,N,Puerto Montt,Martes,0
Sky Airline,3,N,Arica,Miercoles,0
Sky Airline,10,N,Antofagasta,Viernes,1
United Airlines,5,I,Houston,Sabado,0
Grupo LATAM,2,N,Valdivia,Sabado,0
Copa Air,2,I,Ciudad de Panama,Viernes,0
Grupo LATAM,7,I,Montevideo,Miercoles,0
Grupo LATAM,5,I,Rio de Janeiro,Lunes,0
Sky Airline,10,N,La Serena,Lunes,0
Grupo LATAM,3,N,Antofagasta,Sabado,0
Grupo LATAM,3,I,Lima,Jueves,0
Grupo LATAM,12,I,Asuncion,Viernes,1
Sky Airline,1,I,Lima,Lunes,0
Grupo LATAM,11,N,Concepcion,Lunes,0
Grupo LATAM,1,N,La Serena,Viernes,0
Grupo LATAM,6,N,Calama,Viernes,0
Grupo LATAM,10,I,Buenos Aires,Jueves,0
Sky Airline,9,I,Buenos Aires,Viernes,0
Grupo LATAM,1,N,Puerto Montt,Sabado,0
Grupo LATAM,10,N,Concepcion,Viernes,1
Grupo LATAM,2,N,Calama,Miercoles,0
Grupo LATAM,11,N,Isla de Pascua,Jueves,0
Alitalia,3,I,Roma,Sabado,0
Sky Airline,2,N,Temuco,Sabado,0
Grupo LATAM,2,N,Puerto Montt,Jueves,0
Grupo LATAM,3,N,Osorno,Viernes,0
Grupo LATAM,4,I,Lima,Sabado,0
Sky Airline,8,N,Concepcion,Martes,0
Sky Airline,7,N,Copiapo,Domingo,0
Sky Airline,6,N,Calama,Jueves,0
Grupo LATAM,4,N,Arica,Martes,0
Grupo LATAM,10,N,Concepcion,Martes,0
Grupo LATAM,12,N,Arica,Jueves,1
Grupo LATAM,9,N,Arica,Viernes,0
Grupo LATAM,6,I,Lima,Lunes,0
Grupo LATAM,4,N,La Serena,Jueves,0
Grupo LATAM,4,N,Antofagasta,Jueves,0
Air Canada,2,I,Toronto,Miercoles,1
Sky Airline,8,N,Calama,Jueves,0
Grupo LATAM,2,I,Buenos Aires,Viernes,1
Grupo LATAM,7,N,Arica,Viernes,1
Grupo LATAM,4,I,Bogota,Jueves,0
Grupo LATAM,9,N,Calama,Jueves,0
Grupo LATAM,7,N,Antofagasta,Sabado,1
Grupo LATAM,5,N,Antofagasta,Miercoles,0
Sky Airline,4,N,Copiapo,Viernes,0
Grupo LATAM,7,I,Lima,Lunes,0
Aerolineas Argentinas,12,I,Buenos Aires,Miercoles,1
Grupo LATAM,4,I,Buenos Aires,Sabado,0
Grupo LATAM,6,I,Madrid,Viernes,1
Grupo LATAM,9,N,Puerto Montt,Jueves,1
Grupo LATAM,2,N,Antofagasta,Martes,0
Sky Airline,8,N,Antofagasta,Lunes,0
Grupo LATAM,1,N,Antofagasta,Martes,1
Avianca,7,I,Bogota,Sabado,1
Grupo LATAM,2,N,Calama,Viernes,0
Grupo LATAM,5,N,Arica,Sabado,0
Avianca,11,I,Bogota,Miercoles,1
Iberia,11,I,Madrid,Viernes,0
Aeromexico,5,I,Ciudad de Mexico,Sabado,0
Grupo LATAM,8,N,Concepcion,Miercoles,0
Grupo LATAM,11,N,Calama,Jueves,1
Grupo LATAM,11,I,Buenos Aires,Jueves,0
Grupo LATAM,1,I,Sao Paulo,Lunes,1
Grupo LATAM,7,I,Miami,Sabado,0
Air France,7,I,Paris,Martes,1
Sky Airline,8,N,Temuco,Lunes,1
Grupo LATAM,4,N,Calama,Viernes,0
Grupo LATAM,3,I,Mendoza,Martes,0
Grupo LATAM,3,N,Punta Arenas,Lunes,1
Grupo LATAM,1,I,Lima,Sabado,0
Grupo LATAM,12,I,Bogota,Sabado,0
Grupo LATAM,10,N,Calama,Domingo,0
Air Canada,10,I,Buenos Aires,Lunes,1
Grupo LATAM,11,I,Sao Paulo,Viernes,1
Grupo LATAM,11,I,Buenos Aires,Martes,0
Grupo LATAM,11,I,La Paz,Lunes,1
Grupo LATAM,7,N,Arica,Viernes,0
Grupo LATAM,12,N,Isla de Pascua,Sabado,0
Avianca,7,I,Bogota,Jueves,1
Grupo LATAM,11,I,Mendoza,Miercoles,0
Grupo LATAM,8,N,Arica,Lunes,0
Avianca,8,I,Lima,Jueves,0
Sky Airline,9,N,Calama,Miercoles,0
Delta Air,2,I,Atlanta,Jueves,0
Aerolineas Argentinas,11,I,Buenos Aires,Viernes,0
American Airlines,5,I,Dallas,Jueves,0
Grupo LATAM,8,N,Copiapo,Martes,0
Grupo LATAM,12,N,Balmaceda,Viernes,1
Sky Airline,9,N,La Serena,Jueves,0
Air France,3,I,Paris,Sabado,0
Grupo LATAM,3,I,Montevideo,Jueves,0
Grupo LATAM,10,N,Calama,Lunes,1
Aerolineas Argentinas,12,I,Buenos Aires,Martes,1
Grupo LATAM,6,I,Buenos Aires,Martes,0
Grupo LATAM,2,N,Antofagasta,Jueves,0
Grupo LATAM,8,I,Lima,Sabado,0
Sky Airline,9,N,Puerto Montt,Jueves,0
Copa Air,6,I,Ciudad de Panama,Martes,0
Grupo LATAM,1,N,Calama,Lunes,0
Aerolineas Argentinas,12,I,Buenos Aires,Viernes,0
Sky Airline,8,N,Temuco,Lunes,1
JetSmart SPA,12,N,Concepcion,Domingo,1
Grupo LATAM,2,N,Arica,Domingo,0
Copa Air,10,I,Ciudad de Panama,Domingo,0
Grupo LATAM,4,I,Nueva York,Miercoles,0
Grupo LATAM,7,N,Arica,Domingo,1
Grupo LATAM,10,I,Sao Paulo,Domingo,0
Grupo LATAM,10,I,Bogota,Miercoles,0
Grupo LATAM,11,I,Sao Paulo,Lunes,1
Copa Air,2,I,Ciudad de Panama,Lunes,0
